#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,year
538.,Marek Oja,Estonia,,,,,,,,,,,,,,239,165,165,,,,,,,,,,165,1,8,2016
539.,Michal Schwager,Czech Rep.,schwager,,,,212,165,165,,,,,,,,,,,,,,,,,,,165,1,8,2016
540.,Zdeněk Vodička,Czech Rep.,Voda,,,,,,,283,162,162,,,,,,,,,,,,,,,,162,1,8,2016
541.,Stephen Beck,USA,sbeck,389,75,75,,,,421,15,15,349,69,69,,,,,,,,,,,,,159,3,8,2016
542.,Agnieszka Choroba,Poland,,453,22,22,387,55,55,400,47,47,368,34,34,,,,,,,,,,,,,158,4,8,2016
543.,Kyoya Yamada,Japan,ky,,,,414,34,34,404,41,41,363,42,42,,,,336,34,34,,,,,,,151,4,8,2016
544.,pranav kamesh,India,pranavmanu,,,,237,148,148,,,,,,,,,,,,,,,,,,,148,1,8,2016
545.,Lucia Bohušová,Slovakia,Luc-K,,,,,,,308,147,147,,,,,,,,,,,,,,,,147,1,8,2016
546.,Norbert Sára,Hungary,Norba92,,,,241,145,145,,,,,,,,,,,,,,,,,,,145,1,8,2016
547.,Dávid Varga,Slovakia,,399,67,67,354,76,76,,,,,,,,,,,,,,,,,,,143,2,8,2016
548.,Przemysław Hołyk,Poland,,,,,260,140,140,,,,,,,,,,,,,,,,,,,140,1,8,2016
549.,Katarzyna Kaczor,Poland,superkaczor,298,139,139,,,,,,,,,,,,,,,,,,,,,,139,1,8,2016
550.,Bolesław Baniak,Poland,,300,139,139,,,,,,,,,,,,,,,,,,,,,,139,1,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
551.,Alexey Laptiev,Russia,Kukuruza,,,,,,,,,,,,,,,,,,,,,,226,139,139,139,1,8,2016
552.,M. Psychrophilus,China,,,,,,,,,,,,,,269,136,136,,,,,,,,,,136,1,8,2016
553.,Jim S,USA,burghman,444,22,22,362,73,73,410,38,38,,,,,,,,,,,,,,,,133,3,8,2016
554.,Tania Duwana,Indonesia,Stan287,,,,,,,,,,,,,,,,322,59,59,308,39,39,286,35,35,133,3,8,2016
555.,Pia Ocvirk,Croatia,,308,132,132,,,,,,,,,,,,,,,,,,,,,,132,1,8,2016
556.,Luciano Bassetti,Italy,blublu,,,,,,,,,,,,,273,131,131,,,,,,,,,,131,1,8,2016
557.,michael stitzel,USA,mikeylyk,,,,394,42,42,413,38,38,378,15,15,,,,,,,,,,288,35,35,130,4,8,2016
558.,Kristiana Karakigianou,Greece,farmatwnzwwn,,,,,,,,,,286,129,129,,,,,,,,,,,,,129,1,8,2016
559.,Aziz Rashidazad,Iran,Ab2L,,,,,,,,,,,,,358,19,19,330,44,44,319,31,31,285,35,35,129,4,8,2016
560.,mojtaba khatib astaneh,Iran,mojtaba93,,,,,,,,,,,,,,,,,,,,,,239,123,123,123,1,8,2016
561.,Franco Assenza,Argentina,hacelecasoatused,445,22,22,421,16,16,371,85,85,,,,,,,,,,,,,,,,123,3,8,2016
562.,Sérgio Schwarz de Assis Farias,Brazil,Schwarz,394,71,71,406,34,34,419,15,15,,,,,,,,,,,,,,,,120,3,8,2016
563.,Karol Tavač,Slovakia,,400,67,67,,,,428,15,15,369,34,34,,,,,,,,,,,,,116,3,8,2016
564.,Will Beall,USA,WillBeall,338,115,115,,,,,,,,,,,,,,,,,,,,,,115,1,8,2016
565.,Larry Ho,USA,larryho,,,,,,,346,115,115,,,,,,,,,,,,,,,,115,1,8,2016
566.,Jeff Baron,USA,jbaron,,,,,,,,,,,,,,,,282,114,114,,,,,,,114,1,8,2016
567.,Michal Kráľ,Slovakia,Miguelko,425,45,45,366,68,68,,,,,,,,,,,,,,,,,,,113,2,8,2016
568.,Alesya Andreyuk,Belarus,AlesyaAndreyuk,,,,,,,,,,,,,,,,,,,,,,250,112,112,112,1,8,2016
569.,Nikolaos Vasileiou,Greece,,,,,,,,,,,,,,,,,283,112,112,,,,,,,112,1,8,2016
570.,Nikolaos Karagkezidis,Greece,Nikolas,,,,,,,,,,366,34,34,321,77,77,,,,,,,,,,111,2,8,2016
571.,Marijn Edelenbosch,Netherlands,,,,,307,110,110,,,,,,,,,,,,,,,,,,,110,1,8,2016
572.,Laurie Litvin,USA,LaurieL,,,,320,106,106,,,,,,,,,,,,,,,,,,,106,1,8,2016
573.,Eric Distad,USA,distad,430,44,44,,,,,,,,,,,,,,,,,,,279,60,60,104,2,8,2016
574.,Naoya Otani,Japan,,350,103,103,,,,,,,,,,,,,,,,,,,,,,103,1,8,2016
575.,Yuta Yonenaga,Japan,Yonessy,351,103,103,,,,,,,,,,,,,,,,,,,,,,103,1,8,2016
576.,Nedim Samet Solmaz,Turkey,samet,,,,,,,,,,,,,,,,317,63,63,314,37,37,,,,100,2,8,2016
577.,Sravani Sripada,India,scampy,,,,329,99,99,,,,,,,,,,,,,,,,,,,99,1,8,2016
578.,Plinio Márcio,Brazil,PM,,,,,,,362,98,98,,,,,,,,,,,,,,,,98,1,8,2016
579.,Phasit Chantachote,Thailand,SonicBlaze,,,,,,,363,98,98,,,,,,,,,,,,,,,,98,1,8,2016
580.,Andrea Tamajková,Slovakia,Adus06,,,,,,,,,,323,96,96,,,,,,,,,,,,,96,1,8,2016
581.,Sai Karthik Burra,India,carburra,364,93,93,,,,,,,,,,,,,,,,,,,,,,93,1,8,2016
582.,Mijung Hwang,"Korea, South",hmj98719,363,93,93,,,,,,,,,,,,,,,,,,,,,,93,1,8,2016
583.,Nico Kress,Germany,,369,93,93,,,,,,,,,,,,,,,,,,,,,,93,1,8,2016
584.,Angela Veronese,Italy,moony52,,,,,,,,,,,,,,,,,,,,,,261,91,91,91,1,8,2016
585.,Darshan Harish,India,punter,,,,,,,,,,332,90,90,,,,,,,,,,,,,90,1,8,2016
586.,Rajyalakshmi Kola,India,Raj,371,89,89,,,,,,,,,,,,,,,,,,,,,,89,1,8,2016
587.,Eliska Nadvornikova,Czech Rep.,,,,,401,36,36,,,,370,34,34,,,,341,16,16,,,,,,,86,3,8,2016
588.,Susanne Zumbrink,Germany,Unicorn,373,85,85,,,,,,,,,,,,,,,,,,,,,,85,1,8,2016
589.,Michał Malinka,Poland,Aknilam,375,84,84,,,,,,,,,,,,,,,,,,,,,,84,1,8,2016
590.,david sally sally,USA,,,,,,,,373,83,83,,,,,,,,,,,,,,,,83,1,8,2016
591.,Nathan Pinsker,USA,npinsker,,,,350,79,79,,,,,,,,,,,,,,,,,,,79,1,8,2016
592.,Kevin Sun,Canada,ksun48,,,,,,,,,,,,,318,78,78,,,,,,,,,,78,1,8,2016
593.,dimitris grigoriadis,Greece,solomosh,456,22,22,399,37,37,422,15,15,,,,,,,,,,,,,,,,74,3,8,2016
594.,Antonia Karus-McElvogue,UK,akm,,,,,,,,,,346,73,73,,,,,,,,,,,,,73,1,8,2016
595.,Sirbu Petre Razvan,Romania,petreero,,,,,,,,,,,,,326,72,72,,,,,,,,,,72,1,8,2016
596.,Ranelyn Fabre,Philippines,,,,,,,,,,,,,,325,72,72,,,,,,,,,,72,1,8,2016
597.,Michael Tang,USA,mstang,,,,,,,,,,,,,,,,,,,302,69,69,,,,69,1,8,2016
598.,Terry Austen,USA,cyberx60,396,67,67,,,,,,,,,,,,,,,,,,,,,,67,1,8,2016
599.,Artur Hibner,Poland,thielson,398,67,67,,,,,,,,,,,,,,,,,,,,,,67,1,8,2016
600.,Marcin Satoła,Poland,buzka,401,67,67,,,,,,,,,,,,,,,,,,,,,,67,1,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
601.,Joel Haywood,USA,jhaywood,,,,,,,384,66,66,,,,,,,,,,,,,,,,66,1,8,2016
602.,Regis LAMPERRIERE,France,runner92,406,64,64,,,,,,,,,,,,,,,,,,,,,,64,1,8,2016
603.,Kim Therese Borgonia,Philippines,Mikborgs,,,,371,62,62,,,,,,,,,,,,,,,,,,,62,1,8,2016
604.,Michal Paszenda,Poland,,416,58,58,,,,,,,,,,,,,,,,,,,,,,58,1,8,2016
605.,Po-Hsiang Hao,Taiwan,johnathan79717,414,58,58,,,,,,,,,,,,,,,,,,,,,,58,1,8,2016
606.,Piotr Wysocki,Poland,,,,,423,16,16,414,32,32,,,,,,,,,,,,,,,,48,2,8,2016
607.,Fabien Douté,France,fabich,,,,,,,,,,,,,,,,328,46,46,,,,,,,46,1,8,2016
608.,Nicole Few-Durnall,UK,Nicole,422,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
609.,Kamila Sitarska,Poland,,,,,392,45,45,,,,,,,,,,,,,,,,,,,45,1,8,2016
610.,빛나 이,"Korea, South",,423,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
611.,Iva Štufková,Czech Rep.,zelfa,426,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
612.,Marta Waraczewska,Poland,Marta,429,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
613.,Nick Edwards,UK,cwej,427,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
614.,Wojciech Bukowicki,Poland,buko,428,45,45,,,,,,,,,,,,,,,,,,,,,,45,1,8,2016
615.,Sandy Dominguez,Mexico,sandy_dom,,,,,,,,,,,,,345,44,44,,,,,,,,,,44,1,8,2016
616.,BOIS Tiphanie,France,tiphan,431,44,44,,,,,,,,,,,,,,,,,,,,,,44,1,8,2016
617.,steven ishidoh,Japan,under zero,432,44,44,,,,,,,,,,,,,,,,,,,,,,44,1,8,2016
618.,Yakov Zaidelman,Russia,,436,41,41,,,,,,,,,,,,,,,,,,,,,,41,1,8,2016
619.,MARYUS PASCALAU,Romania,Mark01,437,39,39,,,,,,,,,,,,,,,,,,,,,,39,1,8,2016
620.,Pranav Srinivas,India,,,,,,,,,,,,,,,,,,,,306,39,39,,,,39,1,8,2016
621.,Davood Khosrojerdi,Iran,davoodgraphic,,,,,,,,,,,,,,,,,,,312,38,38,,,,38,1,8,2016
622.,Sora Jang,"Korea, South",thfk502,,,,,,,,,,,,,,,,333,38,38,,,,,,,38,1,8,2016
623.,H. L. Vu,USA,gimmick,,,,,,,,,,,,,,,,,,,313,38,38,,,,38,1,8,2016
624.,monica joubert,South Africa,monicaj,452,22,22,422,16,16,,,,,,,,,,,,,,,,,,,38,2,8,2016
625.,parameswaran rajan,India,,,,,,,,,,,,,,,,,,,,,,,292,35,35,35,1,8,2016
626.,Alena Klyachina,Russia,star,,,,,,,,,,,,,,,,,,,,,,293,35,35,35,1,8,2016
627.,Naveen Jog,India,naveenjog,,,,410,34,34,,,,,,,,,,,,,,,,,,,34,1,8,2016
628.,Jennifer Warrender,UK,jaydchan,,,,411,34,34,,,,,,,,,,,,,,,,,,,34,1,8,2016
629.,Panagiotis Nikolaos Lalagkas,Greece,nickpan,,,,,,,,,,373,34,34,,,,,,,,,,,,,34,1,8,2016
630.,karen riecks riecks,USA,keriecks,,,,,,,415,26,26,,,,,,,,,,,,,,,,26,1,8,2016
631.,Sean Altona,South Africa,,440,23,23,,,,,,,,,,,,,,,,,,,,,,23,1,8,2016
632.,Tom Schneider,USA,monkey61,449,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
633.,Riccardo Albini,Italy,rical,442,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
634.,Charley Parsons,UK,charleyp,447,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
635.,Claudel Dominique,France,Albert27,446,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
636.,rumi rani pao,India,rumi17,448,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
637.,Agnieszka Różycka-Wcisło,Poland,mnom,443,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
638.,Patrik Hagara,Slovakia,hagara,454,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
639.,Paulina Bernacka,Poland,paulikna,457,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
640.,Aleksandra Tosnowiec,Poland,Alessandra,450,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
641.,Damian Tosnowiec,Poland,Dan,441,22,22,,,,,,,,,,,,,,,,,,,,,,22,1,8,2016
642.,Jieun Yoon,"Korea, South",,,,,,,,,,,,,,360,19,19,,,,,,,,,,19,1,8,2016
643.,John HC Park,"Korea, South",puzzlerepublic,,,,,,,418,15,15,,,,,,,,,,,,,,,,15,1,8,2016
644.,Marcin Bojarowski,Poland,bojar88,,,,,,,429,15,15,,,,,,,,,,,,,,,,15,1,8,2016
645.,Ankit Mistry,India,vankit1523,,,,,,,425,15,15,,,,,,,,,,,,,,,,15,1,8,2016
646.,hossein hakimi,Iran,hossein h110,,,,,,,426,15,15,,,,,,,,,,,,,,,,15,1,8,2016
647.,Juan Montalvo Bressi,Argentina,Juanes277,,,,,,,427,15,15,,,,,,,,,,,,,,,,15,1,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
